StreetA,LatA,LonA,StreetB,LatB,LonB,Distance
P ST NW,38.90875422552214,-77.06786528962125,P ST NW,38.90947371690165,-77.054266649302,262.05
P ST NW,38.90947371690165,-77.054266649302,P ST NW,38.90965004946434,-77.01898096563052,64.22
P ST NW,38.90965004946434,-77.01898096563052,P ST NW,38.90965344395771,-77.03648773432565,1.24
P ST NW,38.90965344395771,-77.03648773432565,Q ST NW,38.910745294139566,-77.06715065548966,397.67
Q ST NW,38.910745294139566,-77.06715065548966,Q ST NW,38.91091696909095,-77.04568896312334,62.53
Q ST NW,38.91091696909095,-77.04568896312334,Q ST NW,38.91113035677258,-77.01748191600433,77.72
Q ST NW,38.91113035677258,-77.01748191600433,R ST NW,38.913335585429294,-77.06566071767004,803.19
R ST NW,38.913335585429294,-77.06566071767004,R ST NW,38.912614564148484,-77.03016436337386,262.61
R ST NW,38.912614564148484,-77.03016436337386,S ST NW,38.91470247018119,-77.06571372244227,760.45
S ST NW,38.91470247018119,-77.06571372244227,S ST NW,38.91449643382434,-77.0724609838156,75.04
S ST NW,38.91449643382434,-77.0724609838156,S ST NW,38.91409844041517,-77.03515683820055,144.96
S ST NW,38.91409844041517,-77.03515683820055,S ST NW,38.91407834793809,-77.01241522389898,7.32
S ST NW,38.91407834793809,-77.01241522389898,T ST NW,38.91539790692819,-77.07250853500697,480.61
T ST NW,38.91539790692819,-77.07250853500697,T ST NW,38.91584130465761,-77.01798749887871,161.49
T ST NW,38.91584130465761,-77.01798749887871,T ST NW,38.91590894301862,-77.01494367890098,24.64
T ST NW,38.91590894301862,-77.01494367890098,T ST NW,38.91557013275446,-77.01169601644317,123.4
T ST NW,38.91557013275446,-77.01169601644317,T ST NW,38.91560258256874,-77.0335093775904,11.82
T ST NW,38.91560258256874,-77.0335093775904,U ST NW,38.917007692634535,-77.03280751217375,511.77
U ST NW,38.917007692634535,-77.03280751217375,U ST NW,38.91699923201745,-77.07295712145235,3.08
U ST NW,38.91699923201745,-77.07295712145235,U ST NW,38.91700567114482,-77.01184283113861,2.35
U ST NW,38.91700567114482,-77.01184283113861,V ST NW,38.91811587501922,-77.01190363624595,404.36
V ST NW,38.91811587501922,-77.01190363624595,V ST NW,38.917769574615306,-77.0229223112233,126.13
V ST NW,38.917769574615306,-77.0229223112233,V ST NW,38.91812126927516,-77.03213638179216,128.09
V ST NW,38.91812126927516,-77.03213638179216,V ST NW,38.91811216279546,-77.09603068644321,3.32
V ST NW,38.91811216279546,-77.09603068644321,W ST NW,38.919182319586795,-77.01189779816734,389.77
W ST NW,38.919182319586795,-77.01189779816734,W ST NW,38.919181893124836,-77.09225179853969,0.16
W ST NW,38.919181893124836,-77.09225179853969,W ST NW,38.919196907541,-77.07782203738107,5.47
W ST NW,38.919196907541,-77.07782203738107,W ST NW,38.91918922392595,-77.03068558940812,2.8
W ST NW,38.91918922392595,-77.03068558940812,ADAMS ST NW,38.9202399879578,-77.01195971777405,382.71
ADAMS ST NW,38.9202399879578,-77.01195971777405,ALBEMARLE ST NW,38.94793684772497,-77.07685480784959,10087.75
ALBEMARLE ST NW,38.94793684772497,-77.07685480784959,ALLISON ST NW,38.945077692719885,-77.03323285946014,1041.36
ALLISON ST NW,38.945077692719885,-77.03323285946014,ALLISON ST NW,38.945303128813634,-77.01826818839443,82.11
ALLISON ST NW,38.945303128813634,-77.01826818839443,APPLETON ST NW,38.94878236622162,-77.07041097237867,1267.21
APPLETON ST NW,38.94878236622162,-77.07041097237867,APPLETON ST NW,38.948881002902276,-77.06365089568982,35.93
APPLETON ST NW,38.948881002902276,-77.06365089568982,ASHBY ST NW,38.920250519930605,-77.09326323157894,10427.79
ASHBY ST NW,38.920250519930605,-77.09326323157894,ASHBY ST NW,38.92025696740459,-77.09763930927092,2.35
ASHBY ST NW,38.92025696740459,-77.09763930927092,ASPEN ST NW,38.97231825108319,-77.02529762148981,18961.8
ASPEN ST NW,38.97231825108319,-77.02529762148981,BATES ST NW,38.910388230543454,-77.01211880012335,22556.17
BATES ST NW,38.910388230543454,-77.01211880012335,BEECHER ST NW,38.92174242204124,-77.07567463021041,4135.41
BEECHER ST NW,38.92174242204124,-77.07567463021041,BELMONT ST NW,38.92109324171261,-77.03078965023022,236.44
BELMONT ST NW,38.92109324171261,-77.03078965023022,BELMONT ST NW,38.92053291806717,-77.03334651846986,204.08
BELMONT ST NW,38.92053291806717,-77.03334651846986,BENTON ST NW,38.92069129481765,-77.07717040711258,57.68
BENTON ST NW,38.92069129481765,-77.07717040711258,BILTMORE ST NW,38.92233731012804,-77.04679618793803,599.51
BILTMORE ST NW,38.92233731012804,-77.04679618793803,BILTMORE ST NW,38.92233496453918,-77.0448393176682,0.85
BILTMORE ST NW,38.92233496453918,-77.0448393176682,BRANDYWINE ST NW,38.94975380937864,-77.0643227481512,9986.49
BRANDYWINE ST NW,38.94975380937864,-77.0643227481512,BRANDYWINE ST NW,38.94969074223234,-77.08007358606217,22.97
BRANDYWINE ST NW,38.94969074223234,-77.08007358606217,BRANDYWINE ST NW,38.949700039113836,-77.0909562977457,3.39
BRANDYWINE ST NW,38.949700039113836,-77.0909562977457,BUCHANAN ST NW,38.9462036210803,-77.02744263639843,1273.47
BUCHANAN ST NW,38.9462036210803,-77.02744263639843,BUTTERNUT ST NW,38.97361741041689,-77.02197254614111,9984.69
BUTTERNUT ST NW,38.97361741041689,-77.02197254614111,CALIFORNIA ST NW,38.9178263612412,-77.04233763636428,20320.25
CALIFORNIA ST NW,38.9178263612412,-77.04233763636428,CALVERT ST NW,38.923347174822545,-77.0504806633448,2010.79
CALVERT ST NW,38.923347174822545,-77.0504806633448,CALVERT ST NW,38.92255555944359,-77.0755747596264,288.32
CALVERT ST NW,38.92255555944359,-77.0755747596264,CANAL ST NW,38.904283122329524,-77.06065754087321,6655.16
CANAL ST NW,38.904283122329524,-77.06065754087321,CAROLINE ST NW,38.91629621986715,-77.03552052575604,4375.39
CAROLINE ST NW,38.91629621986715,-77.03552052575604,CHANNING ST NW,38.92238009979837,-77.01059725977946,2215.86
CHANNING ST NW,38.92238009979837,-77.01059725977946,CHAPIN ST NW,38.92156283866436,-77.03357425625659,297.66
CHAPIN ST NW,38.92156283866436,-77.03357425625659,CHESAPEAKE ST NW,38.9510461986718,-77.08948971239269,10738.43
CHESAPEAKE ST NW,38.9510461986718,-77.08948971239269,CHESAPEAKE ST NW,38.950733563451614,-77.07231409264595,113.87
CHESAPEAKE ST NW,38.950733563451614,-77.07231409264595,CHESAPEAKE ST NW,38.95072790309575,-77.0587494595888,2.06
CHESAPEAKE ST NW,38.95072790309575,-77.0587494595888,CHESTNUT ST NW,38.98008735601263,-77.05667703615714,10693.35
CHESTNUT ST NW,38.98008735601263,-77.05667703615714,CHURCH ST NW,38.91039313099507,-77.03458214855412,25384.07
CHURCH ST NW,38.91039313099507,-77.03458214855412,CHURCH ST NW,38.910394315371825,-77.03981356880016,0.43
CHURCH ST NW,38.910394315371825,-77.03981356880016,CLIFTON ST NW,38.9224374734229,-77.02952560837241,4386.34
CLIFTON ST NW,38.9224374734229,-77.02952560837241,CLIFTON ST NW,38.922636902900656,-77.03299516729531,72.64
CLIFTON ST NW,38.922636902900656,-77.03299516729531,CORCORAN ST NW,38.911876353059114,-77.0365311162329,3919.2
CORCORAN ST NW,38.911876353059114,-77.0365311162329,CRITTENDEN ST NW,38.947435597516666,-77.01860220867971,12951.37
CRITTENDEN ST NW,38.947435597516666,-77.01860220867971,CRITTENDEN ST NW,38.94721756693588,-77.03582396323235,79.41
CRITTENDEN ST NW,38.94721756693588,-77.03582396323235,CRITTENDEN ST NW,38.94723183642487,-77.02614734435778,5.2
CRITTENDEN ST NW,38.94723183642487,-77.02614734435778,CUMBERLAND ST NW,38.95142163299224,-77.0710300996151,1526.01
CUMBERLAND ST NW,38.95142163299224,-77.0710300996151,DAHLIA ST NW,38.97581418942659,-77.02754713291394,8884.3
DAHLIA ST NW,38.97581418942659,-77.02754713291394,DAVENPORT ST NW,38.95211049936312,-77.08056426405672,8633.4
DAVENPORT ST NW,38.95211049936312,-77.08056426405672,DAVENPORT ST NW,38.952116058457,-77.08245068335023,2.02
DAVENPORT ST NW,38.952116058457,-77.08245068335023,DAVENPORT ST NW,38.952117062158706,-77.09092314113687,0.37
DAVENPORT ST NW,38.952117062158706,-77.09092314113687,DAVIS ST NW,38.92363036027822,-77.07133562589367,10375.43
DAVIS ST NW,38.92363036027822,-77.07133562589367,DE SALES ST NW,38.904762317272116,-77.03954826069965,6872.09
DE SALES ST NW,38.904762317272116,-77.03954826069965,DECATUR ST NW,38.94826975373447,-77.0359544728186,15846.25
DECATUR ST NW,38.94826975373447,-77.0359544728186,DECATUR ST NW,38.94838464638753,-77.02345494890028,41.85
DECATUR ST NW,38.94838464638753,-77.02345494890028,DEXTER ST NW,38.924901998121946,-77.09124339539706,8552.85
DEXTER ST NW,38.924901998121946,-77.09124339539706,DOGWOOD ST NW,38.97661442868108,-77.02503590168955,18834.75
DOGWOOD ST NW,38.97661442868108,-77.02503590168955,DUMBARTON ST NW,38.907669782734594,-77.05934124274393,25111.05
DUMBARTON ST NW,38.907669782734594,-77.05934124274393,EDMUNDS ST NW,38.92470951885358,-77.08016158326183,6206.19
EDMUNDS ST NW,38.92470951885358,-77.08016158326183,EDMUNDS ST NW,38.92470767154112,-77.07053203256997,0.67
EDMUNDS ST NW,38.92470767154112,-77.07053203256997,ELDER ST NW,38.97728865406183,-77.02590424452866,19151.1
ELDER ST NW,38.97728865406183,-77.02590424452866,ELLICOTT ST NW,38.95332495063093,-77.08739774767045,8728.1
ELLICOTT ST NW,38.95332495063093,-77.08739774767045,ELLICOTT ST NW,38.95335035767384,-77.06515703014607,9.25
ELLICOTT ST NW,38.95335035767384,-77.06515703014607,EMERSON ST NW,38.9498554294163,-77.02477478231323,1272.93
EMERSON ST NW,38.9498554294163,-77.02477478231323,EUCLID ST NW,38.92352410898273,-77.03372084763816,9590.4
EUCLID ST NW,38.92352410898273,-77.03372084763816,EUCLID ST NW,38.92317881050401,-77.038703684876,125.76
EUCLID ST NW,38.92317881050401,-77.038703684876,EUCLID ST NW,38.92387065549144,-77.02733033229629,251.98
EUCLID ST NW,38.92387065549144,-77.02733033229629,EVERETT ST NW,38.95398231647596,-77.07069236016837,10967.28
EVERETT ST NW,38.95398231647596,-77.07069236016837,FAIRMONT ST NW,38.924857365025936,-77.02745063239794,10607.9
FAIRMONT ST NW,38.924857365025936,-77.02745063239794,FAIRMONT ST NW,38.92448888099344,-77.03318316546392,134.21
FAIRMONT ST NW,38.92448888099344,-77.03318316546392,FARRAGUT ST NW,38.95081384425805,-77.03563186504307,9588.08
FARRAGUT ST NW,38.95081384425805,-77.03563186504307,FARRAGUT ST NW,38.950952023613,-77.02287117153831,50.33
FARRAGUT ST NW,38.950952023613,-77.02287117153831,FERN ST NW,38.97799345747658,-77.02970565996189,9849.08
FERN ST NW,38.97799345747658,-77.02970565996189,FESSENDEN ST NW,38.954676778458214,-77.07842734434232,8492.45
FESSENDEN ST NW,38.954676778458214,-77.07842734434232,FLORAL ST NW,38.97869711416038,-77.03211287929683,8748.73
FLORAL ST NW,38.97869711416038,-77.03211287929683,FRENCH ST NW,38.91335395195258,-77.02498194285813,23799.33
FRENCH ST NW,38.91335395195258,-77.02498194285813,FULLER ST NW,38.92475485577027,-77.03693147705062,4152.43
FULLER ST NW,38.92475485577027,-77.03693147705062,FULTON ST NW,38.926535174826356,-77.092277366352,648.43
FULTON ST NW,38.926535174826356,-77.092277366352,GALLATIN ST NW,38.95205529592648,-77.0227119757805,9294.94
GALLATIN ST NW,38.95205529592648,-77.0227119757805,GARFIELD ST NW,38.92740049787272,-77.06720897169161,8979.78
GARFIELD ST NW,38.92740049787272,-77.06720897169161,GARFIELD ST NW,38.92756482313069,-77.08809786912205,59.85
GARFIELD ST NW,38.92756482313069,-77.08809786912205,GARRISON ST NW,38.95550865683878,-77.06813026052032,10177.71
GARRISON ST NW,38.95550865683878,-77.06813026052032,GARRISON ST NW,38.95550455872322,-77.07587214178083,1.49
GARRISON ST NW,38.95550455872322,-77.07587214178083,GARRISON ST NW,38.955963319526006,-77.08382570203993,167.09
GARRISON ST NW,38.955963319526006,-77.08382570203993,GERANIUM ST NW,38.979399626503984,-77.0293553238142,8536.02
GERANIUM ST NW,38.979399626503984,-77.0293553238142,GIRARD ST NW,38.92541189532853,-77.03387215645084,19663.47
GIRARD ST NW,38.92541189532853,-77.03387215645084,GIRARD ST NW,38.92584510332294,-77.02757000079508,157.78
GIRARD ST NW,38.92584510332294,-77.02757000079508,GRACE ST NW,38.90397687414359,-77.06389820543203,7964.82
GRACE ST NW,38.90397687414359,-77.06389820543203,GRAMERCY ST NW,38.956266540805316,-77.07587068425458,19044.92
GRAMERCY ST NW,38.956266540805316,-77.07587068425458,HAMILTON ST NW,38.953100584408475,-77.02254781842859,1153.11
HAMILTON ST NW,38.953100584408475,-77.02254781842859,HARRISON ST NW,38.95702943148559,-77.07873135734036,1430.97
HARRISON ST NW,38.95702943148559,-77.07873135734036,HARRISON ST NW,38.95703867064852,-77.08848499891417,3.37
HARRISON ST NW,38.95703867064852,-77.08848499891417,HARVARD ST NW,38.9268154106026,-77.02846382243666,11007.93
HARVARD ST NW,38.9268154106026,-77.02846382243666,HAWTHORNE ST NW,38.92827822664075,-77.06242709558497,532.79
HAWTHORNE ST NW,38.92827822664075,-77.06242709558497,HAWTHORNE ST NW,38.928880893971595,-77.08695900689135,219.5
HAWTHORNE ST NW,38.928880893971595,-77.08695900689135,HEMLOCK ST NW,38.98132058857869,-77.03209800029262,19099.65
HEMLOCK ST NW,38.98132058857869,-77.03209800029262,HOLLY ST NW,38.980388212667506,-77.0321144232335,339.59
HOLLY ST NW,38.980388212667506,-77.0321144232335,HUNTINGTON ST NW,38.957695766063,-77.07585111647104,8265.09
HUNTINGTON ST NW,38.957695766063,-77.07585111647104,INGOMAR ST NW,38.95803654995791,-77.08231654051843,124.12
INGOMAR ST NW,38.95803654995791,-77.08231654051843,INGOMAR ST NW,38.95836642443929,-77.07603496622878,120.15
INGOMAR ST NW,38.95836642443929,-77.07603496622878,INGRAHAM ST NW,38.95428295018506,-77.02204894793243,1487.29
INGRAHAM ST NW,38.95428295018506,-77.02204894793243,IRIS ST NW,38.98228857262829,-77.03301455612116,10200.27
IRIS ST NW,38.98228857262829,-77.03301455612116,IRVING ST NW,38.92952286198306,-77.02559238229883,19218.39
IRVING ST NW,38.92952286198306,-77.02559238229883,JEFFERSON ST NW,38.955271275712796,-77.02473620238875,9378.1
JEFFERSON ST NW,38.955271275712796,-77.02473620238875,JEFFERSON ST NW,38.95556704929369,-77.01371576403461,107.73
JEFFERSON ST NW,38.95556704929369,-77.01371576403461,JENIFER ST NW,38.95903372015096,-77.07581098374948,1262.64
JENIFER ST NW,38.95903372015096,-77.07581098374948,JOCELYN ST NW,38.95981146322268,-77.06426527004585,283.27
JOCELYN ST NW,38.95981146322268,-77.06426527004585,JOCELYN ST NW,38.95969257601868,-77.07355514928906,43.3
JOCELYN ST NW,38.95969257601868,-77.07355514928906,JONQUIL ST NW,38.98404550771194,-77.03422641042718,8869.88
JONQUIL ST NW,38.98404550771194,-77.03422641042718,JUNIPER ST NW,38.98273201740934,-77.02542960875986,478.4
JUNIPER ST NW,38.98273201740934,-77.02542960875986,JUNIPER ST NW,38.98319877962624,-77.03442975600463,170.01
JUNIPER ST NW,38.98319877962624,-77.03442975600463,KANAWHA ST NW,38.96032437571118,-77.07289999278292,8331.37
KANAWHA ST NW,38.96032437571118,-77.07289999278292,KENNEDY ST NW,38.95633474821372,-77.02571431663677,1453.11
KENNEDY ST NW,38.95633474821372,-77.02571431663677,KENNEDY ST NW,38.95659138121952,-77.01171908156296,93.47
KENNEDY ST NW,38.95659138121952,-77.01171908156296,KENYON ST NW,38.930064569958205,-77.02424079422711,9661.61
KENYON ST NW,38.930064569958205,-77.02424079422711,KENYON ST NW,38.92971698105809,-77.04098891085569,126.6
KENYON ST NW,38.92971698105809,-77.04098891085569,KLINGLE ST NW,38.9313534751598,-77.08784539662983,596.04
KLINGLE ST NW,38.9313534751598,-77.08784539662983,LAMONT ST NW,38.93146702189833,-77.04513756009884,41.36
LAMONT ST NW,38.93146702189833,-77.04513756009884,LAMONT ST NW,38.93081738759852,-77.02661357582132,236.61
LAMONT ST NW,38.93081738759852,-77.02661357582132,LEGATION ST NW,38.96208423431453,-77.07439262545283,11388.03
LEGATION ST NW,38.96208423431453,-77.07439262545283,LIVINGSTON ST NW,38.96310058262106,-77.07492803517061,370.18
LIVINGSTON ST NW,38.96310058262106,-77.07492803517061,LIVINGSTON ST NW,38.96309772407411,-77.06539320896331,1.04
LIVINGSTON ST NW,38.96309772407411,-77.06539320896331,LONGFELLOW ST NW,38.957479293068445,-77.02354609664079,2046.35
LONGFELLOW ST NW,38.957479293068445,-77.02354609664079,LOWELL ST NW,38.932547704359344,-77.06890348698309,9080.6
LOWELL ST NW,38.932547704359344,-77.06890348698309,LOWELL ST NW,38.93242351916195,-77.08814985311501,45.23
LOWELL ST NW,38.93242351916195,-77.08814985311501,MACOMB ST NW,38.93349402360246,-77.0881731363598,389.9
MACOMB ST NW,38.93349402360246,-77.0881731363598,MACOMB ST NW,38.933498325593966,-77.06746863561993,1.57
MACOMB ST NW,38.933498325593966,-77.06746863561993,MADISON ST NW,38.95837639608525,-77.0171010739428,9061.11
MADISON ST NW,38.95837639608525,-77.0171010739428,MADISON ST NW,38.958410035901686,-77.02856356813699,12.25
MADISON ST NW,38.958410035901686,-77.02856356813699,MADISON ST NW,38.958741753423084,-77.01510230711142,120.82
MADISON ST NW,38.958741753423084,-77.01510230711142,MCKINLEY ST NW,38.96491367923872,-77.06908948389577,2247.95
MCKINLEY ST NW,38.96491367923872,-77.06908948389577,MONROE ST NW,38.93329527993773,-77.04274117539224,11516.08
MONROE ST NW,38.93329527993773,-77.04274117539224,MONTAGUE ST NW,38.95930082692179,-77.03452343888713,9471.76
MONTAGUE ST NW,38.95930082692179,-77.03452343888713,MORGAN ST NW,38.90646903619989,-77.01441640776372,19242.39
MORGAN ST NW,38.90646903619989,-77.01441640776372,MORRISON ST NW,38.9640069765427,-77.07194675925932,20956.47
MORRISON ST NW,38.9640069765427,-77.07194675925932,MORTON ST NW,38.932007565187064,-77.02407437818754,11654.85
MORTON ST NW,38.932007565187064,-77.02407437818754,NEWARK ST NW,38.9345626489973,-77.08781570327743,930.61
NEWARK ST NW,38.9345626489973,-77.08781570327743,NEWTON ST NW,38.93248923215967,-77.03180184785747,755.18
NEWTON ST NW,38.93248923215967,-77.03180184785747,NICHOLSON ST NW,38.96022823153692,-77.03374838673923,10103.12
NICHOLSON ST NW,38.96022823153692,-77.03374838673923,NICHOLSON ST NW,38.960171120895,-77.02074137689355,20.8
NICHOLSON ST NW,38.960171120895,-77.02074137689355,NICHOLSON ST NW,38.96017027947788,-77.01079164015145,0.31
NICHOLSON ST NW,38.96017027947788,-77.01079164015145,NORTHAMPTON ST NW,38.96581926977811,-77.07397691521331,2057.48
NORTHAMPTON ST NW,38.96581926977811,-77.07397691521331,NORTON ST NW,38.93567913244771,-77.11294865403744,10977.67
NORTON ST NW,38.93567913244771,-77.11294865403744,OAK ST NW,38.933861996954086,-77.03180211070354,661.84
OAK ST NW,38.933861996954086,-77.03180211070354,OGLETHORPE ST NW,38.961322046621746,-77.0189476512788,10001.52
OGLETHORPE ST NW,38.961322046621746,-77.0189476512788,OGLETHORPE ST NW,38.96109610367635,-77.00826231863869,82.29
OGLETHORPE ST NW,38.96109610367635,-77.00826231863869,OLIVE ST NW,38.90608892158546,-77.05748367634804,20034.71
OLIVE ST NW,38.90608892158546,-77.05748367634804,OLIVER ST NW,38.966723330369334,-77.0638433049114,22084.27
OLIVER ST NW,38.966723330369334,-77.0638433049114,OLIVER ST NW,38.96672284460558,-77.06991337210276,0.18
OLIVER ST NW,38.96672284460558,-77.06991337210276,OLIVER ST NW,38.966725272421314,-77.07465339430647,0.88
OLIVER ST NW,38.966725272421314,-77.07465339430647,PATTERSON ST NW,38.967618383786565,-77.06377868253571,325.29
PATTERSON ST NW,38.967618383786565,-77.06377868253571,PATTERSON ST NW,38.96761876502016,-77.0720032947716,0.14
PATTERSON ST NW,38.96761876502016,-77.0720032947716,PEABODY ST NW,38.96275247840083,-77.02195705002842,1772.41
PEABODY ST NW,38.96275247840083,-77.02195705002842,PIERCE ST NW,38.904694906410214,-77.01333911716125,21145.72
PIERCE ST NW,38.904694906410214,-77.01333911716125,POPLAR ST NW,38.908990912742425,-77.05637031905275,1564.68
POPLAR ST NW,38.908990912742425,-77.05637031905275,PROSPECT ST NW,38.90595024892361,-77.06926470955712,1107.47
PROSPECT ST NW,38.90595024892361,-77.06926470955712,QUACKENBOS ST NW,38.96377905614411,-77.02064654883894,21062.41
QUACKENBOS ST NW,38.96377905614411,-77.02064654883894,QUEBEC ST NW,38.93695405083876,-77.05578992308055,9770.23
QUEBEC ST NW,38.93695405083876,-77.05578992308055,QUEBEC ST NW,38.93815858687095,-77.07032700335184,438.72
QUEBEC ST NW,38.93815858687095,-77.07032700335184,QUEBEC ST NW,38.938114295590886,-77.09634819569443,16.13
QUEBEC ST NW,38.938114295590886,-77.09634819569443,QUESADA ST NW,38.9689549097581,-77.06266834038856,11232.8
QUESADA ST NW,38.9689549097581,-77.06266834038856,QUESADA ST NW,38.96864391608702,-77.06975605349825,113.27
QUESADA ST NW,38.96864391608702,-77.06975605349825,QUINCY ST NW,38.937659901740226,-77.02522012557688,11285.03
QUINCY ST NW,38.937659901740226,-77.02522012557688,QUINCY ST NW,38.93790491386755,-77.03340989896411,89.24
QUINCY ST NW,38.93790491386755,-77.03340989896411,RANDOLPH ST NW,38.938858360161376,-77.04276836912834,347.26
RANDOLPH ST NW,38.938858360161376,-77.04276836912834,RANDOLPH ST NW,38.93874862218464,-77.0244846754482,39.97
RANDOLPH ST NW,38.93874862218464,-77.0244846754482,RIDGE ST NW,38.90645511714252,-77.01755765718433,11761.91
RIDGE ST NW,38.90645511714252,-77.01755765718433,RIGGS ST NW,38.913356319287054,-77.03078931610722,2513.54
RIGGS ST NW,38.913356319287054,-77.03078931610722,RITTENHOUSE ST NW,38.969769669823954,-77.06394126508472,20546.89
RITTENHOUSE ST NW,38.969769669823954,-77.06394126508472,RITTENHOUSE ST NW,38.96543659031328,-77.03288041876522,1578.2
RITTENHOUSE ST NW,38.96543659031328,-77.03288041876522,RITTENHOUSE ST NW,38.96496013951584,-77.0209439270693,173.53
RITTENHOUSE ST NW,38.96496013951584,-77.0209439270693,RODMAN ST NW,38.93885423739873,-77.06532595059797,9508.32
RODMAN ST NW,38.93885423739873,-77.06532595059797,RODMAN ST NW,38.93937920925784,-77.09549569636856,191.21
RODMAN ST NW,38.93937920925784,-77.09549569636856,SEATON ST NW,38.91757479171569,-77.03951917643676,7941.6
SEATON ST NW,38.91757479171569,-77.03951917643676,SEDGWICK ST NW,38.940328061718525,-77.09455475232977,8287.19
SEDGWICK ST NW,38.940328061718525,-77.09455475232977,SHEPHERD ST NW,38.9398227718179,-77.02480382912829,184.04
SHEPHERD ST NW,38.9398227718179,-77.02480382912829,SHERIDAN ST NW,38.96614146199797,-77.02457784858066,9585.82
SHERIDAN ST NW,38.96614146199797,-77.02457784858066,SHERIDAN ST NW,38.96642044941903,-77.00989678334972,101.61
SHERIDAN ST NW,38.96642044941903,-77.00989678334972,SOUTH ST NW,38.90343181684109,-77.06196289008382,22941.72
SOUTH ST NW,38.90343181684109,-77.06196289008382,SWANN ST NW,38.91484132948158,-77.03523772885686,4155.55
SWANN ST NW,38.91484132948158,-77.03523772885686,SWANN ST NW,38.914823206644236,-77.04110763342064,6.6
SWANN ST NW,38.914823206644236,-77.04110763342064,TAYLOR ST NW,38.94089653659611,-77.02460268014391,9496.42
TAYLOR ST NW,38.94089653659611,-77.02460268014391,TAYLOR ST NW,38.94082273545081,-77.04002586326483,26.88
TAYLOR ST NW,38.94082273545081,-77.04002586326483,TENNYSON ST NW,38.972842882106704,-77.06174237596375,11662.42
TENNYSON ST NW,38.972842882106704,-77.06174237596375,THOMAS ST NW,38.916288512630224,-77.01328988996562,20598.26
THOMAS ST NW,38.916288512630224,-77.01328988996562,TILDEN ST NW,38.9413013644922,-77.07094870514642,9110.17
TILDEN ST NW,38.9413013644922,-77.07094870514642,TUCKERMAN ST NW,38.96755739807995,-77.03168392155081,9563.0
TUCKERMAN ST NW,38.96755739807995,-77.03168392155081,TUCKERMAN ST NW,38.96729532938409,-77.02370038364325,95.45
TUCKERMAN ST NW,38.96729532938409,-77.02370038364325,TUCKERMAN ST NW,38.967295302942276,-77.01493020142232,0.01
TUCKERMAN ST NW,38.967295302942276,-77.01493020142232,TUCKERMAN ST NW,38.96779789316233,-77.03704839930485,183.05
TUCKERMAN ST NW,38.96779789316233,-77.03704839930485,UNDERWOOD ST NW,38.968760559410626,-77.03717639184065,350.62
UNDERWOOD ST NW,38.968760559410626,-77.03717639184065,UNDERWOOD ST NW,38.96900256038871,-77.03186341968105,88.14
UNDERWOOD ST NW,38.96900256038871,-77.03186341968105,UNDERWOOD ST NW,38.96864014647524,-77.02363953708024,132.0
UNDERWOOD ST NW,38.96864014647524,-77.02363953708024,UNDERWOOD ST NW,38.96822545335298,-77.0104121238863,151.04
UNDERWOOD ST NW,38.96822545335298,-77.0104121238863,UNDERWOOD ST NW,38.96864016594049,-77.0152109067293,151.05
UNDERWOOD ST NW,38.96864016594049,-77.0152109067293,UPSHUR ST NW,38.94181570187717,-77.03057742296204,9770.04
UPSHUR ST NW,38.94181570187717,-77.03057742296204,UPTON ST NW,38.94222228419307,-77.0969857191667,148.09
UPTON ST NW,38.94222228419307,-77.0969857191667,UPTON ST NW,38.94222222724492,-77.08728142174995,0.02
UPTON ST NW,38.94222222724492,-77.08728142174995,UPTON ST NW,38.94222200171113,-77.07358763128079,0.08
UPTON ST NW,38.94222200171113,-77.07358763128079,VAN BUREN ST NW,38.96994288294402,-77.02269465013742,10096.53
VAN BUREN ST NW,38.96994288294402,-77.02269465013742,VAN BUREN ST NW,38.96972258409041,-77.0372497020571,80.24
VAN BUREN ST NW,38.96972258409041,-77.0372497020571,VAN HAZEN ST NW,38.97505786260935,-77.06442981565166,1943.23
VAN HAZEN ST NW,38.97505786260935,-77.06442981565166,VAN NESS ST NW,38.943158452375386,-77.08150290409101,11618.45
VAN NESS ST NW,38.943158452375386,-77.08150290409101,VARNUM ST NW,38.942946310279744,-77.03790711369274,77.27
VARNUM ST NW,38.942946310279744,-77.03790711369274,VARNUM ST NW,38.94302327530471,-77.02287171550968,28.03
VARNUM ST NW,38.94302327530471,-77.02287171550968,VARNUM ST NW,38.94324071432366,-77.01547875895959,79.2
VARNUM ST NW,38.94324071432366,-77.01547875895959,VEAZEY ST NW,38.943981312333165,-77.07954446320745,269.74
VEAZEY ST NW,38.943981312333165,-77.07954446320745,VEAZEY ST NW,38.94397930728707,-77.0736315975899,0.73
VEAZEY ST NW,38.94397930728707,-77.0736315975899,VERNON ST NW,38.91699538282106,-77.04277369350633,9828.08
VERNON ST NW,38.91699538282106,-77.04277369350633,WARNER ST NW,38.91187069963067,-77.01801260922913,1866.51
WARNER ST NW,38.91187069963067,-77.01801260922913,WARREN ST NW,38.94479277316942,-77.08906946731351,11990.86
WARREN ST NW,38.94479277316942,-77.08906946731351,WARREN ST NW,38.94478781996962,-77.0762997852202,1.8
WARREN ST NW,38.94478781996962,-77.0762997852202,WATSON ST NW,38.93485783749606,-77.10752621501739,3616.7
WATSON ST NW,38.93485783749606,-77.10752621501739,WEBSTER ST NW,38.94419682000592,-77.0194259664132,3401.45
