StreetA,LatA,LonA,StreetB,LatB,LonB,Distance
16TH ST NE,38.93077948944545,-76.98254398965366,16TH ST NE,38.891441178042854,-76.98221698908975,93.03
16TH ST NE,38.891441178042854,-76.98221698908975,16TH ST NE,38.89660445743059,-76.98206581344999,43.03
16TH ST NE,38.89660445743059,-76.98206581344999,16TH ST NE,38.948119189038664,-76.98314396473,306.86
16TH ST NE,38.948119189038664,-76.98314396473,17TH ST NE,38.89825792624964,-76.97983142813624,942.13
17TH ST NE,38.89825792624964,-76.97983142813624,17TH ST NE,38.92974698973372,-76.9810177869042,337.65
17TH ST NE,38.92974698973372,-76.9810177869042,17TH ST NE,38.945207111726546,-76.98167766005312,187.73
17TH ST NE,38.945207111726546,-76.98167766005312,18TH ST NE,38.90633365806072,-76.97804521889486,1033.16
18TH ST NE,38.90633365806072,-76.97804521889486,18TH ST NE,38.90302141413046,-76.9780760605381,8.78
18TH ST NE,38.90302141413046,-76.9780760605381,18TH ST NE,38.896284535301525,-76.97834679171693,77.05
18TH ST NE,38.896284535301525,-76.97834679171693,18TH ST NE,38.931386885189106,-76.97951825905554,333.43
18TH ST NE,38.931386885189106,-76.97951825905554,18TH ST NE,38.894714458351174,-76.97899619270177,148.52
18TH ST NE,38.894714458351174,-76.97899619270177,19TH ST NE,38.902579659126125,-76.97621996676406,790.19
19TH ST NE,38.902579659126125,-76.97621996676406,19TH ST NE,38.894398971692105,-76.97713728525217,261.07
19TH ST NE,38.894398971692105,-76.97713728525217,19TH ST NE,38.94103039882189,-76.97831809545427,336.09
19TH ST NE,38.94103039882189,-76.97831809545427,20TH ST NE,38.9218368656005,-76.97621693721503,597.66
20TH ST NE,38.9218368656005,-76.97621693721503,20TH ST NE,38.9345734633534,-76.97622174565129,1.37
20TH ST NE,38.9345734633534,-76.97622174565129,20TH ST NE,38.90129390164501,-76.97518674189168,294.43
20TH ST NE,38.90129390164501,-76.97518674189168,20TH ST NE,38.89474937239929,-76.97617742894646,281.95
20TH ST NE,38.89474937239929,-76.97617742894646,21ST ST NE,38.89879592676602,-76.97445221705185,491.04
21ST ST NE,38.89879592676602,-76.97445221705185,21ST ST NE,38.94233544560379,-76.97520172089688,213.32
21ST ST NE,38.94233544560379,-76.97520172089688,21ST ST NE,38.93877201599693,-76.97520206969034,0.1
21ST ST NE,38.93877201599693,-76.97520206969034,22ND ST NE,38.92365100117412,-76.9741821315896,290.12
22ND ST NE,38.92365100117412,-76.9741821315896,22ND ST NE,38.91334430786256,-76.97417807255125,1.15
